path	size_bytes	category	recommendation	reason
01_environment/conda/wuji_retargeting/lib/python3.11/encodings/__pycache__	628043	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/ensurepip/__pycache__	13060	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/html/__pycache__	128067	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/http/__pycache__	244272	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/idlelib/__pycache__	1092067	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/idlelib/idle_test/__pycache__	902485	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/importlib/__pycache__	172692	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/importlib/metadata/__pycache__	78998	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/importlib/resources/__pycache__	48661	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/json/__pycache__	54837	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/lib2to3/__pycache__	155777	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/lib2to3/fixes/__pycache__	167289	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/lib2to3/pgen2/__pycache__	89393	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/lib2to3/tests/__pycache__	375895	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/lib2to3/tests/data/__pycache__	198928	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/lib2to3/tests/data/fixers/__pycache__	1701	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/lib2to3/tests/data/fixers/myfixes/__pycache__	4680	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/logging/__pycache__	214399	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/multiprocessing/__pycache__	412558	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/multiprocessing/dummy/__pycache__	10719	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/pydoc_data/__pycache__	483962	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/re/__pycache__	109870	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/__pycache__	22503	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/_distutils_hack/__pycache__	12214	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/_yaml/__pycache__	980	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/cmeel/__pycache__	74640	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/cmeel.prefix/lib/python3.11/site-packages/coal/__pycache__	12922	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/cmeel.prefix/lib/python3.11/site-packages/eigenpy/__pycache__	3934	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/cmeel.prefix/lib/python3.11/site-packages/hppfcl/__pycache__	1122	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/cmeel.prefix/lib/python3.11/site-packages/pinocchio/__pycache__	52860	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/cmeel.prefix/lib/python3.11/site-packages/pinocchio/derivative/__pycache__	37055	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/cmeel.prefix/lib/python3.11/site-packages/pinocchio/visualize/__pycache__	133780	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/lxml/__pycache__	75902	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/lxml/html/__pycache__	275970	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/lxml/includes/__pycache__	239	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/lxml/includes/extlibs/__pycache__	247	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/lxml/includes/libexslt/__pycache__	248	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/lxml/includes/libxml/__pycache__	246	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/lxml/includes/libxslt/__pycache__	247	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/lxml/isoschematron/__pycache__	14629	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/nlopt/__pycache__	47249	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/__pycache__	106470	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/_core/__pycache__	1078294	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/_core/tests/__pycache__	4216847	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/_core/tests/examples/cython/__pycache__	1449	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/_core/tests/examples/limited_api/__pycache__	940	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/_pyinstaller/__pycache__	1302	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/_pyinstaller/tests/__pycache__	5492	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/_typing/__pycache__	43344	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/_utils/__pycache__	36490	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/char/__pycache__	355	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/core/__pycache__	17872	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/ctypeslib/__pycache__	24181	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/distutils/__pycache__	630172	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/distutils/command/__pycache__	151902	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/distutils/fcompiler/__pycache__	144315	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/distutils/tests/__pycache__	121279	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/doc/__pycache__	5667	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/f2py/__pycache__	588141	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/f2py/_backends/__pycache__	21644	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/f2py/tests/__pycache__	338913	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/fft/__pycache__	85114	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/fft/tests/__pycache__	63067	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/lib/__pycache__	1035728	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/lib/tests/__pycache__	1421260	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/linalg/__pycache__	138833	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/linalg/tests/__pycache__	176501	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/ma/__pycache__	471340	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/ma/tests/__pycache__	708833	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/matrixlib/__pycache__	38363	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/matrixlib/tests/__pycache__	92991	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/polynomial/__pycache__	469277	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/polynomial/tests/__pycache__	340129	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/random/__pycache__	11058	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/random/_examples/cffi/__pycache__	4570	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/random/_examples/numba/__pycache__	7123	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/random/tests/__pycache__	622501	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/random/tests/data/__pycache__	249	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/rec/__pycache__	349	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/strings/__pycache__	353	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/testing/__pycache__	13550	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/testing/_private/__pycache__	126784	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/testing/tests/__pycache__	138767	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/tests/__pycache__	81249	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/typing/__pycache__	16313	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/typing/tests/__pycache__	18740	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/numpy/typing/tests/data/pass/__pycache__	247091	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/packaging/__pycache__	249895	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/packaging/licenses/__pycache__	57805	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/__pycache__	4073	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/__pycache__	141665	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/cli/__pycache__	143446	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/commands/__pycache__	183193	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/distributions/__pycache__	17738	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/index/__pycache__	83631	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/locations/__pycache__	36329	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/metadata/__pycache__	66435	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/metadata/importlib/__pycache__	28657	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/models/__pycache__	66017	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/network/__pycache__	91323	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/operations/__pycache__	47982	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/operations/build/__pycache__	17696	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/operations/install/__pycache__	41044	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/req/__pycache__	144652	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/resolution/__pycache__	1499	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/resolution/legacy/__pycache__	23699	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/__pycache__	139222	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/utils/__pycache__	186386	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_internal/vcs/__pycache__	83015	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/__pycache__	5454	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/cachecontrol/__pycache__	54156	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/cachecontrol/caches/__pycache__	11679	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/certifi/__pycache__	3410	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/distlib/__pycache__	192390	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/distro/__pycache__	59259	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/idna/__pycache__	299470	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/msgpack/__pycache__	57739	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/packaging/__pycache__	366937	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/packaging/licenses/__pycache__	59249	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/pkg_resources/__pycache__	176801	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/platformdirs/__pycache__	89323	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/pygments/__pycache__	151184	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/pygments/filters/__pycache__	40134	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/__pycache__	11943	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/pygments/lexers/__pycache__	130223	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/pygments/styles/__pycache__	6720	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/pyproject_hooks/__pycache__	21260	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/pyproject_hooks/_in_process/__pycache__	18568	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
01_environment/conda/wuji_retargeting/lib/python3.11/site-packages/pip/_vendor/requests/__pycache__	227974	REGENERABLE_CACHE	DELETE_CANDIDATE	Python bytecode cache; no deletion in Phase 0-2
