scene_index,view_index,object_segmentation_id,object_code,pose_rank,source_candidate_index,score,selection_filter_tier,final_table_clearance_m,final_non_target_clearance_m
1,1,53,sem-Pencil-370867e6cf6f4ef8b5f19880cadbe491,1,789,23.255474090576172,official_training_strict_pregrasp_fallback,-0.02619967982172966,0.004000000189989805
1,1,60,sem-Battery-1d8fb5872696c64b62fb74d013fec4f1,0,996,22.743328094482422,enhanced_full_hand_and_path,0.09091022610664368,0.003999999724328518
1,1,60,sem-Battery-1d8fb5872696c64b62fb74d013fec4f1,1,999,22.479036331176758,enhanced_full_hand_and_path,0.08614908158779144,0.004000000189989805
2,7,1,core-bottle-109d55a137c042f5760315ac3bf2c13e,0,10,17.656551361083984,enhanced_full_hand_and_path,0.0026693418622016907,0.003999999724328518
2,7,1,core-bottle-109d55a137c042f5760315ac3bf2c13e,1,109,13.55980110168457,enhanced_full_hand_and_path,0.00256475992500782,0.003999999724328518
2,7,13,sem-Airplane-704645aab47a7523eeffd0b15e05669b,0,237,17.843067169189453,official_training_strict_pregrasp_fallback,-0.037979528307914734,0.004000000189989805
2,7,13,sem-Airplane-704645aab47a7523eeffd0b15e05669b,1,270,17.56452751159668,official_training_strict_pregrasp_fallback,-0.04710455611348152,0.003999999724328518
2,7,14,sem-Ashtray-2b210ae3bfa1abe43da807e9c1c58ac0,0,351,23.710702896118164,enhanced_full_hand_and_path,0.06412683427333832,0.003999999724328518
2,7,14,sem-Ashtray-2b210ae3bfa1abe43da807e9c1c58ac0,1,462,22.859859466552734,enhanced_full_hand_and_path,0.06471370905637741,0.003999999724328518
2,7,15,sem-Bear-1629215db795111ba649bd1425725662,0,595,9.117561340332031,enhanced_full_hand_and_path,0.006265632808208466,0.003999999724328518
2,7,15,sem-Bear-1629215db795111ba649bd1425725662,1,610,8.022615432739258,enhanced_full_hand_and_path,0.006550813093781471,0.003999999724328518
2,7,36,sem-FoodItem-10a4e3c7c20cde9f3480e103b4cacefa,0,775,15.063401222229004,enhanced_full_hand_and_path,0.013575814664363861,0.003999999724328518
2,7,36,sem-FoodItem-10a4e3c7c20cde9f3480e103b4cacefa,1,777,14.52480697631836,enhanced_full_hand_and_path,0.0009717084467411041,0.003999999724328518
2,7,41,core-jar-12ec19e85b31e274725f67267e31c89,0,976,21.884531021118164,enhanced_full_hand_and_path,0.10256806761026382,0.003999999724328518
2,7,41,core-jar-12ec19e85b31e274725f67267e31c89,1,913,21.561914443969727,enhanced_full_hand_and_path,0.10337242484092712,0.004000000189989805
3,5,9,sem-Mug-10f6e09036350e92b3f21f1137c3c347,0,22,21.745861053466797,enhanced_full_hand_and_path,0.04554731398820877,0.003999999724328518
3,5,9,sem-Mug-10f6e09036350e92b3f21f1137c3c347,1,16,20.74512481689453,enhanced_full_hand_and_path,0.031226448714733124,0.003999999724328518
3,5,10,sem-Flashlight-5c7bf45b0f847489181be2d6e974dccd,0,270,27.430889129638672,enhanced_full_hand_and_path,0.09297747164964676,0.003999999724328518
3,5,10,sem-Flashlight-5c7bf45b0f847489181be2d6e974dccd,1,279,27.24126434326172,enhanced_full_hand_and_path,0.08913669735193253,0.004000000189989805
3,5,23,sem-Candle-1be58678b919b12bc5fe7f65b41f3b19,0,437,18.913606643676758,enhanced_full_hand_and_path,0.0024444609880447388,0.0038904754910618067
3,5,23,sem-Candle-1be58678b919b12bc5fe7f65b41f3b19,1,498,17.566516876220703,enhanced_full_hand_and_path,0.00030547939240932465,0.003999999724328518
3,5,24,sem-Canister-714320da4aafcb4a47be2353d2b2403b,0,526,18.851062774658203,enhanced_full_hand_and_path,0.000723518431186676,0.003999999724328518
3,5,24,sem-Canister-714320da4aafcb4a47be2353d2b2403b,1,518,13.219093322753906,enhanced_full_hand_and_path,0.005664816126227379,0.003999999724328518
3,5,31,sem-Detergent-547fa0085800c5c3846564a8a219239b,0,711,18.804800033569336,official_training_strict_pregrasp_fallback,-0.024429790675640106,0.003999999724328518
3,5,31,sem-Detergent-547fa0085800c5c3846564a8a219239b,1,762,18.671628952026367,official_training_strict_pregrasp_fallback,-0.028404776006937027,-0.005245239939540625
3,5,54,core-pillow-1332172ba896e1c2a40f4c396e0c7dce,0,872,21.485431671142578,enhanced_full_hand_and_path,0.020905502140522003,0.003999999724328518
3,5,54,core-pillow-1332172ba896e1c2a40f4c396e0c7dce,1,853,19.922691345214844,enhanced_full_hand_and_path,0.003911664709448814,0.004000000189989805
4,7,1,core-bottle-109d55a137c042f5760315ac3bf2c13e,0,149,22.326169967651367,enhanced_full_hand_and_path,0.022311536595225334,0.003999999724328518
4,7,1,core-bottle-109d55a137c042f5760315ac3bf2c13e,1,119,21.73748207092285,enhanced_full_hand_and_path,0.0003842795267701149,0.003999999724328518
4,7,7,sem-Cup-d8ea3aa39bcb162798910e50f05b8001,0,208,23.348600387573242,enhanced_full_hand_and_path,0.08619602024555206,0.004000000189989805
4,7,7,sem-Cup-d8ea3aa39bcb162798910e50f05b8001,1,316,22.94068717956543,enhanced_full_hand_and_path,0.08830238878726959,0.004000000189989805
4,7,27,sem-Chocolate-c79da9bcb5c6f6a5a544d74fd0364407,0,408,18.766775131225586,official_training_strict_pregrasp_fallback,-0.010828983969986439,0.003999999724328518
4,7,27,sem-Chocolate-c79da9bcb5c6f6a5a544d74fd0364407,1,386,17.96651840209961,official_training_strict_pregrasp_fallback,-0.02048633061349392,0.004000000189989805
4,7,50,sem-Palette-992b09034e11bba395d70476ddcdc14,0,617,24.240478515625,official_training_strict_pregrasp_fallback,-0.026391906663775444,-0.00359165552072227
4,7,50,sem-Palette-992b09034e11bba395d70476ddcdc14,1,556,23.76408576965332,official_training_strict_pregrasp_fallback,-0.019284261390566826,-0.004341979511082172
4,7,53,sem-Pencil-370867e6cf6f4ef8b5f19880cadbe491,0,850,23.197628021240234,enhanced_full_hand_and_path,0.054172396659851074,0.001585096470080316
4,7,53,sem-Pencil-370867e6cf6f4ef8b5f19880cadbe491,1,690,8.912071228027344,enhanced_full_hand_and_path,0.06913609057664871,0.003999999724328518
4,7,60,sem-Battery-1d8fb5872696c64b62fb74d013fec4f1,0,869,-18.036392211914062,official_training_strict_pregrasp_fallback,-0.050283033400774,0.003999999724328518
4,7,60,sem-Battery-1d8fb5872696c64b62fb74d013fec4f1,1,1011,-19.483983993530273,official_training_strict_pregrasp_fallback,-0.03910630941390991,-0.006951762828975916
